頭文字,製品名,登録番号,列1,用途,有効成分-1,RACｺｰﾄﾞ-1,有効成分-2,RACｺｰﾄﾞ-2,有効成分-3,RACｺｰﾄﾞ-3,有効成分-4,RACｺｰﾄﾞ-4,有効成分-5,RACｺｰﾄﾞ-5
ノ,ﾉﾝﾌﾞﾗｽﾊﾞﾘﾀﾞﾀﾞﾝﾄﾂﾌﾛｱﾌﾞﾙ,22891,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾊﾞﾘﾀﾞﾏｲｼﾝ,U18,ﾌｪﾘﾑｿﾞﾝ,U14,,
ホ,ﾎｸｺｰﾋﾞﾙﾀﾞｰﾌｪﾙﾃﾗﾁｪｽ粒剤,22905,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾋﾟﾒﾄﾛｼﾞﾝ,9B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
ヒ,ﾋﾞﾙﾀﾞｰﾌｪﾙﾃﾗﾁｪｽ粒剤,22906,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾋﾟﾒﾄﾛｼﾞﾝ,9B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
シ,ｼﾝｼﾞｪﾝﾀ ﾋﾞﾙﾀﾞｰﾌｪﾙﾃﾗﾁｪｽ粒剤,22907,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾋﾟﾒﾄﾛｼﾞﾝ,9B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
ル,ﾙｰﾁﾝﾄﾚｽ箱粒剤,22915,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,,,,
ア,ｱﾌﾟﾛｰﾄﾞﾓﾝｶｯﾄｴｱｰ,22916,,殺虫殺菌剤,ﾌﾞﾌﾟﾛﾌｪｼﾞﾝ,16,ﾌﾙﾄﾗﾆﾙ,7,,,,,,
ク,ｸﾙｰｻﾞｰMAXX,22917,,殺虫殺菌剤,ﾁｱﾒﾄｷｻﾑ,4A,ﾌﾙｼﾞｵｷｿﾆﾙ,12,ﾒﾀﾗｷｼﾙM,4,,,,
タ,ﾀﾞﾌﾞﾙｶｯﾄKﾌﾛｱﾌﾞﾙ,22920,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
ホ,ﾎｸｺｰﾄｯﾌﾟｼﾞﾝｽﾀｰｸﾙﾌﾛｱﾌﾞﾙ,22924,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾁｵﾌｧﾈｰﾄﾒﾁﾙ,1,,,,,,
フ,ﾌﾞﾗｼﾝｷﾗｯﾌﾟﾌﾛｱﾌﾞﾙ,22927,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1,,,,
フ,ﾌﾟﾛｷｼ液剤,22933,,植物成長調整剤,ｴﾃﾎﾝ,「-（植）」,,,,,,,,
カ,ｶﾞｰﾃﾞﾝｱｼｽﾄｷﾝｸﾞｽﾌﾟﾚｰ,22937,,殺虫殺菌剤,ﾍﾟﾙﾒﾄﾘﾝ,3A,ﾐｸﾛﾌﾞﾀﾆﾙ,3,,,,,,
カ,ｶﾞｰﾃﾞﾝｱｼｽﾄｸｲｰﾝｽﾌﾟﾚｰ,22938,,殺虫殺菌剤,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾐｸﾛﾌﾞﾀﾆﾙ,3,,,,,,
モ,ﾓｽﾄｯﾌﾟｼﾞﾝRｽﾌﾟﾚｰ,22951,,殺虫殺菌剤,ｱｾﾀﾐﾌﾟﾘﾄﾞ,4A,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾁｵﾌｧﾈｰﾄﾒﾁﾙ,1,,,,
G,GFﾓｽﾄｯﾌﾟｼﾞﾝRｽﾌﾟﾚｰ,22952,,殺虫殺菌剤,ｱｾﾀﾐﾌﾟﾘﾄﾞ,4A,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾁｵﾌｧﾈｰﾄﾒﾁﾙ,1,,,,
ホ,ﾎｸｺｰﾌﾞﾗｼﾝｷﾗｯﾌﾟﾌﾛｱﾌﾞﾙ,22963,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1,,,,
ホ,ﾎｸｺｰﾌﾞﾗｼﾝｷﾗｯﾌﾟ粉剤DL,22964,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1,,,,
漢字,家庭園芸用ﾋﾞｰﾅｲﾝ水溶剤,22965,,植物成長調整剤,ﾀﾞﾐﾉｼﾞｯﾄﾞ,「-（植）」,,,,,,,,
ヒ,ﾋﾞﾋﾞﾌﾙﾍﾟｰｽﾄ,22972,,植物成長調整剤,ﾌﾟﾛﾍｷｻｼﾞｵﾝｶﾙｼｳﾑ塩,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｶｯﾄﾊﾞﾘﾀﾞﾄﾚﾎﾞﾝ粉剤DL,22978,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾊﾞﾘﾀﾞﾏｲｼﾝ,U18,,
タ,ﾀﾞﾌﾞﾙｶｯﾄﾊﾞﾘﾀﾞﾄﾚﾎﾞﾝ粉剤3DL,22979,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾊﾞﾘﾀﾞﾏｲｼﾝ,U18,,
タ,ﾀﾞﾌﾞﾙｶｯﾄﾊﾞﾘﾀﾞｽﾀｰｸﾙ粉剤3DL,22981,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾊﾞﾘﾀﾞﾏｲｼﾝ,U18,,
タ,ﾀﾞﾌﾞﾙｶｯﾄｽﾀｰｸﾙﾌﾛｱﾌﾞﾙ,22995,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
シ,ｼｮｳﾘｮｸS粒剤,22997,,殺虫除草剤,ｶﾙﾀｯﾌﾟ,14,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30
シ,ｼﾞｬｶﾞ液剤,23014,,植物成長調整剤,ｸﾞﾙﾎｼﾈｰﾄPﾅﾄﾘｳﾑ塩,10,,,,,,,,
ホ,ﾎｸｺｰｼﾞｬｶﾞ液剤,23015,,植物成長調整剤,ｸﾞﾙﾎｼﾈｰﾄPﾅﾄﾘｳﾑ塩,10,,,,,,,,
イ,ｲｴﾛｰﾘﾎﾞﾝS,23018,,植物成長調整剤,ﾃﾞｼﾙｱﾙｺｰﾙ,"「-」(H*),「-（植）」(植*）",ﾌﾞﾄﾙｱﾘﾝ,3,,,,,,
ウ,ｳｨﾆﾝｸﾞｽﾌﾟﾚｰ,23026,,殺虫殺菌剤,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾒﾊﾟﾆﾋﾟﾘﾑ,9,,,,,,
カ,ｶﾞｰﾃﾞﾝｱｼｽﾄｴｰｽｽﾌﾟﾚｰ,23027,,殺虫殺菌剤,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾒﾊﾟﾆﾋﾟﾘﾑ,9,,,,,,
漢字,箱いり娘粒剤,23033,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｽﾋﾟﾈﾄﾗﾑ,5,ｲｿﾁｱﾆﾙ,P3,ﾌﾗﾒﾄﾋﾟﾙ,7,,
シ,ｼｬﾘｵ箱粒剤,23039,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｽﾋﾟﾉｻﾄﾞ,5,ｲｿﾁｱﾆﾙ,P3,ﾁﾌﾙｻﾞﾐﾄﾞ,7,,
タ,ﾀﾞﾌﾞﾙｼｮｯﾄA18,23048,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｼｮｯﾄA21,23049,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｼｮｯﾄA25,23050,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｼｮｯﾄA27,23051,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｼｮｯﾄA20S,23052,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｼｮｯﾄA20W,23053,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
ス,ｽﾏｯｼｭA14,23067,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
ス,ｽﾏｯｼｭA21,23068,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
D,Dr.ｵﾘｾﾞｽﾀｰｸﾙ箱粒剤OS,23076,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ロ,ﾛﾝｸﾞﾘｰﾁ箱粒剤,23078,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ナ,ﾅｲﾝG乳剤,23085,,植物成長調整剤,ﾆｺｽﾙﾌﾛﾝ,2,,,,,,,,
ア,ｱﾌﾟﾛｰﾄﾞｲｵｳﾌﾛｱﾌﾞﾙ,23098,,殺虫殺菌剤,硫黄,"UN(I*), M2(F*)",ﾌﾞﾌﾟﾛﾌｪｼﾞﾝ,16,,,,,,
イ,ｲｯｶﾂｴｰｽ粉剤DL,23113,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾃﾌﾞﾌｪﾉｼﾞﾄﾞ,18,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾊﾞﾘﾀﾞﾏｲｼﾝ,U18
ト,ﾄﾞﾗｰﾄﾞ液剤,23120,,植物成長調整剤,ﾍﾞﾝｼﾞﾙｱﾐﾉﾌﾟﾘﾝ,「-（植）」,,,,,,,,
テ,ﾃﾞｭｱﾙｻｲﾄﾞ水和剤,23163,,殺虫殺菌剤,ﾌﾟﾛﾋﾟﾚﾝｸﾞﾘｺｰﾙﾓﾉ脂肪酸ｴｽﾃﾙ,「-」,ﾎﾟﾘｵｷｼﾝ複合体,"「-」(I*),19(F*)",,,,,,
D,Dr.ｵﾘｾﾞﾌｪﾙﾃﾗｸﾞﾚｰﾀﾑ粒剤,23202,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾁﾌﾙｻﾞﾐﾄﾞ,7,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
ホ,ﾎｸｺｰDr.ｵﾘｾﾞﾌｪﾙﾃﾗｸﾞﾚｰﾀﾑ粒剤,23203,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾁﾌﾙｻﾞﾐﾄﾞ,7,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
サ,ｻｲｸﾙﾋｯﾄ箱粒剤,23204,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,ﾌﾗﾒﾄﾋﾟﾙ,7,,
フ,ﾌﾙﾀｰﾎﾞ箱粒剤,23205,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,ﾌﾗﾒﾄﾋﾟﾙ,7,,
ス,ｽﾀｳﾄﾀﾞﾝﾄﾂ顆粒水和剤,23206,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
ツ,ﾂｲﾝﾀｰﾎﾞ顆粒水和剤,23207,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
サ,ｻﾝﾖｰﾙ･ﾄﾚﾎﾞﾝｽﾌﾟﾚｰ,23228,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,DBEDC,「-」,,,,,,
漢字,側条ｵﾘｾﾞﾒｰﾄﾌｪﾙﾃﾗ顆粒水和剤,23229,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ホ,ﾎｸｺｰ側条ｵﾘｾﾞﾒｰﾄﾌｪﾙﾃﾗ顆粒水和剤,23230,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
M,MICﾄﾗｲ2ﾄﾚﾎﾞﾝ粉剤DL,23239,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ﾃﾌﾞﾌﾛｷﾝ,U16,,,,,,
漢字,日産ﾋﾞｰﾑｶﾞｾﾞｯﾄ粒剤55,23255,,殺虫殺菌剤,ｶﾙﾎﾞｽﾙﾌｧﾝ,1A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
漢字,日産ﾋﾞｰﾑﾌﾟﾘﾝｽｸﾞﾚｰﾀﾑ箱粒剤,23256,,殺虫殺菌剤,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾁﾌﾙｻﾞﾐﾄﾞ,7,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
漢字,日産ﾋﾞｰﾑﾌﾟﾘﾝｽ粒剤,23257,,殺虫殺菌剤,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
フ,ﾌﾞｲｹﾞｯﾄﾌｪﾙﾃﾗﾁｪｽL粒剤,23302,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾋﾟﾒﾄﾛｼﾞﾝ,9B,ﾁｱｼﾞﾆﾙ,P3,,,,
ヘ,ﾍｯﾄﾞ顆粒水和剤,23352,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｱﾐｽﾙﾌﾞﾛﾑ,21,,,,,,
ス,ｽﾀｰｶﾞｰﾄﾞﾌﾟﾗｽAL,23372,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾍﾟﾝﾁｵﾋﾟﾗﾄﾞ,7,,,,,,
ワ,ﾜｲﾄﾞﾊﾟﾝﾁ豆つぶ,23386,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾒﾄﾐﾉｽﾄﾛﾋﾞﾝ,11,,,,,,
ト,ﾄﾗｲﾄﾚﾎﾞﾝ粉剤DL,23403,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ﾃﾌﾞﾌﾛｷﾝ,U16,,,,,,
M,MICﾄﾗｲﾄﾚﾎﾞﾝ粉剤DL,23404,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ﾃﾌﾞﾌﾛｷﾝ,U16,,,,,,
ト,ﾄﾗｲｽﾀｰｸﾙ粉剤DL,23405,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾃﾌﾞﾌﾛｷﾝ,U16,,,,,,
ク,ｸﾐｱｲﾄﾗｲｽﾀｰｸﾙ粉剤DL,23407,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾃﾌﾞﾌﾛｷﾝ,U16,,,,,,
ト,ﾄﾗｲK粉剤DL,23410,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾃﾌﾞﾌﾛｷﾝ,U16,,,,,,
ク,ｸﾐｱｲﾄﾗｲK粉剤DL,23411,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾃﾌﾞﾌﾛｷﾝ,U16,,,,,,
漢字,兼商ﾏﾃﾞｯｸEW,23427,,植物成長調整剤,MCPBｴﾁﾙ,4,,,,,,,,
オ,ｵｰﾍﾞｽﾄｵﾘｾﾞ10箱粒剤,23442,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾍﾞﾝﾌﾗｶﾙﾌﾞ,1A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
エ,ｴﾊﾞｰｺﾞﾙﾌｫﾙﾃ箱粒剤,23458,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｲｿﾁｱﾆﾙ,P3,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,,,
エ,ｴﾊﾞｰｺﾞﾙﾜｲﾄﾞ箱粒剤,23459,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,
フ,ﾌﾞｲｹﾞｯﾄﾌｪﾙﾃﾗ粒剤,23475,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾁｱｼﾞﾆﾙ,P3,,,,,,
ス,ｽﾏｰﾄﾌﾚｯｼｭ ﾀﾌﾞ,23484,,植物成長調整剤,1-ﾒﾁﾙｼｸﾛﾌﾟﾛﾍﾟﾝ,「-（植）」,,,,,,,,
ヘ,ﾍﾞﾆｶﾍﾞｼﾞﾌﾙVｽﾌﾟﾚｰ,23491,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾐｸﾛﾌﾞﾀﾆﾙ,3,,,,,,
ホ,ﾎｸｺｰﾗﾌﾞｻｲﾄﾞｷﾗｯﾌﾟﾌﾛｱﾌﾞﾙ,23497,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾌｻﾗｲﾄﾞ,16.1,,,,,,
漢字,箱王子粒剤,23511,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｽﾋﾟﾈﾄﾗﾑ,5,ｲｿﾁｱﾆﾙ,P3,,,,
ス,ｽﾀｳﾄﾊﾟﾃﾞｨｰﾄ箱粒剤,23570,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,,,,,,
ル,ﾙｰﾁﾝﾃﾞｭｵ箱粒剤,23571,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,,,,,,
サ,ｻｲｺｾﾙPRO,23589,,植物成長調整剤,ｸﾛﾙﾒｺｰﾄ,「-（植）」,,,,,,,,
ホ,ﾎｸｺｰDr.ｵﾘｾﾞﾌﾟﾘﾝｽｽﾋﾟﾉ粒剤6,23595,,殺虫殺菌剤,ｽﾋﾟﾉｻﾄﾞ,5,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
D,Dr.ｵﾘｾﾞﾌﾟﾘﾝｽｽﾋﾟﾉ粒剤6,23596,,殺虫殺菌剤,ｽﾋﾟﾉｻﾄﾞ,5,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
ホ,ﾎｸｺｰDr.ｵﾘｾﾞﾌﾟﾘﾝｽｽﾋﾟﾉ粒剤10,23597,,殺虫殺菌剤,ｽﾋﾟﾉｻﾄﾞ,5,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
ハ,ﾊｽﾗｰRX粉剤DL,23602,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾒﾄｷｼﾌｪﾉｼﾞﾄﾞ,18,ﾊﾞﾘﾀﾞﾏｲｼﾝ,U18,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1
チ,ﾁｰﾑﾜｰｸ粉剤DL,23603,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾊﾞﾘﾀﾞﾏｲｼﾝ,U18,ﾌｻﾗｲﾄﾞ,16.1,,,,
O,OATﾌﾞｲｹﾞｯﾄｸﾞﾗﾝﾄﾞｵﾝｺﾙ粒剤,23605,,殺虫殺菌剤,ﾍﾞﾝﾌﾗｶﾙﾌﾞ,1A,ﾁｱｼﾞﾆﾙ,P3,,,,,,
O,OATｵﾘｾﾞﾒｰﾄｵﾝｺﾙ粒剤,23606,,殺虫殺菌剤,ﾍﾞﾝﾌﾗｶﾙﾌﾞ,1A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ホ,ﾎﾞｸｼｰSP粒剤,23612,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｽﾋﾟﾈﾄﾗﾑ,5,ｲｿﾁｱﾆﾙ,P3,,,,
ホ,ﾎﾞｸｼｰ粒剤,23618,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
ツ,ﾂｲﾝﾊﾟﾃﾞｨｰﾄ箱粒剤,23621,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,,,,,,
ル,ﾙｰﾁﾝﾊﾟﾝﾁ箱粒剤,23622,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,,,,,,
エ,ｴﾊﾞｰｺﾞﾙﾌﾟﾗｽ箱粒剤,23627,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,
ル,ﾙｰﾁﾝｴｷｽﾊﾟｰﾄ箱粒剤,23634,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｽﾋﾟﾉｻﾄﾞ,5,ｲｿﾁｱﾆﾙ,P3,ﾍﾟﾝﾌﾙﾌｪﾝ,7,,
マ,ﾏｯｷｰﾉ,23636,,農薬肥料,ｸﾛﾁｱﾆｼﾞﾝ,4A,,,,,,,,
フ,ﾌﾟﾚﾘｭｰﾄﾞ液剤,23657,,植物成長調整剤,ﾍﾞﾝｼﾞﾙｱﾐﾉﾌﾟﾘﾝ,「-（植）」,,,,,,,,
O,OATｸﾞﾗﾝﾄﾞｵﾘｾﾞﾒｰﾄｵﾝｺﾙ粒剤,23661,,殺虫殺菌剤,ﾍﾞﾝﾌﾗｶﾙﾌﾞ,1A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
フ,ﾌﾞｲｹﾞｯﾄﾊﾟﾃﾞｨｰﾄ粒剤,23666,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾁｱｼﾞﾆﾙ,P3,,,,,,
O,OATｼﾞｬｯｼﾞ箱粒剤,23669,,殺虫殺菌剤,ﾍﾞﾝﾌﾗｶﾙﾌﾞ,1A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
タ,ﾀﾁｶﾞﾚﾌｧｲﾄ液剤,23677,,農薬肥料,ﾋﾄﾞﾛｷｼｲｿｷｻｿﾞｰﾙｶﾘｳﾑ,32,,,,,,,,
ハ,ﾊｲﾎﾟﾈｯｸｽ原液 殺虫剤入り,23685,,農薬肥料,ｼﾞﾉﾃﾌﾗﾝ,4A,,,,,,,,
ア,ｱﾄﾞﾆｽGT箱粒剤,23687,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾁﾌﾙｻﾞﾐﾄﾞ,7,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
サ,ｻﾝﾌﾞﾗｽｽﾀｰｸﾙ箱粒剤,23705,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,,,
カ,ｶﾞｯﾂｽﾀｰ粒剤,23706,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ｼﾒｺﾅｿﾞｰﾙ,3,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,
コ,ｺﾞｳｹﾂﾓﾝｽﾀｰ粒剤,23707,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ｼﾒｺﾅｿﾞｰﾙ,3,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,
サ,ｻﾝﾄﾘﾌﾟﾙ箱粒剤,23708,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾙﾌﾟﾛｶﾙﾌﾞ,16.3,,,,
テ,ﾃﾞｼﾞﾀﾙﾐﾈｸﾄ箱粒剤,23722,,殺虫殺菌剤,ｼｱﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾋﾟﾛｷﾛﾝ,16.1,,,,,,
サ,ｻﾝｼｮｯﾄ,23730,,植物成長調整剤,ｲﾀｺﾝ酸,「-（植）」,,,,,,,,
